Learning Rate	Train Loss	Train Acc	Test Loss	Test Acc	Best Acc (Test).	Elasped(s)	EpochTime(s)	ETA(s)	VRAM_used(MB)	VRAM_total(MB)	VRAM_util(%)	VRAM_peak_alloc(MB)	VRAM_peak_reserved(MB)	
0.000100	0.000167	1.000000	0.709475	0.761151	0.793834	14095.417436	90.200104	4952.443964	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000126	1.000000	0.750303	0.751696	0.793834	14190.398147	89.524786	4857.116144	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000133	1.000000	0.767729	0.743679	0.793834	14285.251140	89.288084	4761.750380	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000141	1.000000	0.700250	0.714491	0.793834	14380.684980	90.189444	4666.579894	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000119	1.000000	0.742100	0.754573	0.793834	14475.803443	89.770617	4571.306350	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000130	1.000000	0.729329	0.753751	0.793834	14570.212618	88.932008	4475.816948	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000114	1.000000	0.784810	0.751696	0.793834	14666.011692	90.645770	4380.756739	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000156	1.000000	0.731532	0.748818	0.793834	14760.383976	89.225246	4285.272767	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000112	1.000000	0.763727	0.750874	0.793834	14855.097607	89.532590	4189.899325	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000124	1.000000	0.741554	0.777390	0.793834	14950.054444	89.806925	4094.600899	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000121	1.000000	0.750865	0.760534	0.793834	15044.469806	89.015129	3999.162860	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000167	1.000000	0.776258	0.763412	0.793834	15140.860782	91.054426	3904.247120	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000110	1.000000	0.747348	0.773690	0.793834	15236.217508	90.078334	3809.054377	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000108	1.000000	0.748483	0.758068	0.793834	15330.707420	89.426772	3713.649623	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000121	1.000000	0.796676	0.746557	0.793834	15425.689141	89.892759	3618.371527	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000099	1.000000	0.757282	0.749846	0.793834	15520.788342	89.339144	3523.123734	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000121	1.000000	0.756736	0.748818	0.793834	15616.114879	89.896592	3427.927656	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000106	1.000000	0.764140	0.760123	0.793834	15710.987447	89.435030	3332.633701	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000125	1.000000	0.727487	0.759507	0.793834	15806.923687	90.433334	3237.562683	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000125	1.000000	0.814612	0.740596	0.793834	15901.655242	89.511449	3142.243251	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000123	1.000000	0.781367	0.769579	0.793834	15997.107294	90.232366	3047.068056	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000111	1.000000	0.778117	0.767523	0.793834	16093.445822	91.074441	2952.052192	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000129	1.000000	0.753191	0.770606	0.793834	16189.265627	90.233457	2856.929228	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000148	1.000000	0.748531	0.750874	0.793834	16284.845645	90.022206	2761.757449	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
